Instance;num-models;num-parts;mean-demand;rsd-demand;mean-file-bytes;rsd-file-bytes;mean-MCV;rsd-MCV;mean-v-value;rsd-v-value;mean-connectivity-score;rsd-connectivity-score;mean-SR;rsd-SR;mean-MCVSR;rsd-MCVSR;mean-vol-MBB;rsd-vol-MBB;mean-num-facets;rsd-num-facets;mean-surface-area;rsd-surface-area;mean-volume;rsd-volume;vol-container;surface-container;mean-rel-vol-MBB;rsd-rel-vol-MBB;mean-rel-volume;rsd-rel-volume;mean-rel-surface-area;rsd-rel-surface-area;perc-parts-MCV-00-02;perc-parts-vvalue-00-02;perc-parts-SR-00-02;perc-parts-rel-vol-00-02;perc-parts-rel-vol-MBB-00-02;perc-parts-MCV-02-04;perc-parts-vvalue-02-04;perc-parts-SR-02-04;perc-parts-rel-vol-02-04;perc-parts-rel-vol-MBB-02-04;perc-parts-MCV-04-06;perc-parts-vvalue-04-06;perc-parts-SR-04-06;perc-parts-rel-vol-04-06;perc-parts-rel-vol-MBB-04-06;perc-parts-MCV-06-08;perc-parts-vvalue-06-08;perc-parts-SR-06-08;perc-parts-rel-vol-06-08;perc-parts-rel-vol-MBB-06-08;perc-parts-MCV-08-10;perc-parts-vvalue-08-10;perc-parts-SR-08-10;perc-parts-rel-vol-08-10;perc-parts-rel-vol-MBB-08-10;perc-parts-rel-vol-greater10;perc-parts-rel-vol-MBB-greater10
3DIPP-Instance-00551;4;556;139;0.038;122521.59;0.621;0.523;0.182;0.145;0.296;4.105;0.435;0.49;0.358;0.272;0.481;935901.857;1.743;2448.752;0.621;25261.195;1.421;153410.785;1.667;4440625;162750;0.159;1.739;0.034;1.775;0.155;1.421;0;0.754;0;1;0.759;0.241;0.246;0.241;0;0;0.493;0;0.493;0;0;0.266;0;0.266;0;0.241;0;0;0;0;0;0;0
3DIPP-Instance-00552;11;557;50.636;0.082;98549.26;1.016;0.527;0.341;0.139;0.34;4.847;0.897;0.419;0.428;0.245;0.731;1040963.566;0.889;1969.305;1.017;47022.479;0.626;300586.176;0.89;6758775;222990;0.139;0.875;0.044;0.884;0.211;0.626;0;0.91;0.077;1;0.648;0.169;0.09;0.449;0;0.352;0.643;0;0.285;0;0;0.104;0;0.189;0;0;0.084;0;0;0;0;0;0
3DIPP-Instance-00553;4;558;139.5;0.073;247112.495;1.147;0.659;0.539;0.062;1.032;1329.808;1.658;0.52;0.651;0.441;0.869;147875.978;0.915;4940.57;1.148;13156.637;0.664;37028.72;0.789;18750000;425000;0.007;1.14;0;0;0.031;0.664;0;1;0.22;1;1;0.486;0;0;0;0;0;0;0.514;0;0;0;0;0;0;0;0.514;0;0.265;0;0;0;0
3DIPP-Instance-00554;5;559;111.8;0.086;53409.581;0.525;0.496;0.267;0.158;0.295;3.175;0.166;0.262;0.417;0.143;0.484;1730182.554;0.781;1066.512;0.526;40815.543;0.199;183793.176;0.352;16500000;397000;0.059;0.722;0.01;0.611;0.103;0.199;0;0.818;0.206;1;1;0.206;0.182;0.794;0;0;0.594;0;0;0;0;0.2;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00555;4;560;140;0.097;360224.714;0.59;0.255;0.501;0.092;0.495;2.985;0.275;0.212;0.453;0.06;0.892;277963.427;0.43;7202.814;0.59;28036.343;0.401;69608.164;0.864;18750000;425000;0.014;0.575;0.002;1.885;0.066;0.401;0.536;1;0.493;1;1;0.245;0;0.507;0;0;0.22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00556;8;561;70.125;0.052;359083.822;1.148;0.482;0.515;0.108;0.622;4.273;0.531;0.304;0.498;0.171;0.917;846480.993;0.569;7179.996;1.149;44766.758;0.465;180612.474;0.315;4440625;162750;0.168;0.545;0.039;0.302;0.275;0.465;0;0.875;0.48;1;0.763;0.481;0.125;0.137;0;0.237;0.262;0;0.383;0;0;0.132;0;0;0;0;0.125;0;0;0;0;0;0
3DIPP-Instance-00557;4;562;140.5;0.036;10593.609;0.435;0.586;0.546;0.094;0.513;12.069;1.229;0.534;0.26;0.356;0.682;209005.246;0.642;210.192;0.439;23574.138;0.535;110327.045;0.829;12852000;331320;0.018;0.616;0.01;0.701;0.071;0.535;0.242;1;0;1;1;0.265;0;0.242;0;0;0;0;0.265;0;0;0.247;0;0.493;0;0;0.246;0;0;0;0;0;0
3DIPP-Instance-00558;7;563;80.429;0.066;180201.407;0.912;0.515;0.577;0.108;0.474;5.858;0.892;0.328;0.407;0.193;0.797;986972.164;0.791;3602.348;0.912;42388.664;0.475;216722.945;0.638;154280000;1784800;0.006;0.834;0;0;0.024;0.475;0.158;0.861;0.158;1;1;0.41;0.139;0.57;0;0;0.139;0;0.272;0;0;0;0;0;0;0;0.293;0;0;0;0;0;0
3DIPP-Instance-00559;4;564;141;0.065;613487.901;1.079;0.887;0.102;0.112;0.644;920.213;1.614;0.393;0.328;0.349;0.359;349511.514;0.668;12268.078;1.079;17471.731;0.526;133715.672;0.666;16500000;397000;0.018;0.727;0.01;0.68;0.044;0.526;0;1;0;1;1;0;0;0.473;0;0;0;0;0.527;0;0;0.252;0;0;0;0;0.748;0;0;0;0;0;0
3DIPP-Instance-00560;6;565;94.167;0.052;272453.027;1.434;0.512;0.552;0.112;0.335;6.166;1.048;0.35;0.328;0.208;0.8;528764.412;0.93;5447.381;1.435;35856.034;0.806;230723.662;0.884;16500000;397000;0.031;0.942;0.013;0.83;0.09;0.806;0;1;0.163;1;1;0.517;0;0.519;0;0;0.165;0;0.319;0;0;0;0;0;0;0;0.319;0;0;0;0;0;0
3DIPP-Instance-00561;5;566;113.2;0.085;309009.795;1.239;0.484;0.593;0.069;0.891;7.283;0.587;0.428;0.266;0.216;0.762;865205.808;1.555;6178.516;1.24;24806.071;0.507;130143.686;0.729;6758775;222990;0.045;0.796;0.02;0.729;0.111;0.507;0.217;1;0;1;1;0.38;0;0.405;0;0;0.194;0;0.595;0;0;0;0;0;0;0;0.208;0;0;0;0;0;0
3DIPP-Instance-00562;4;567;141.75;0.103;70913.277;0.979;0.572;0.688;0.04;0.96;1756.405;1.19;0.555;0.582;0.439;0.97;210840.888;1.388;1416.586;0.98;16118.674;0.922;54833.759;1.124;6758775;222990;0.029;1.468;0.005;1.683;0.072;0.922;0.282;1;0;1;1;0.261;0;0.543;0;0;0;0;0;0;0;0;0;0.212;0;0;0.457;0;0.245;0;0;0;0
3DIPP-Instance-00563;5;568;113.6;0.049;368017.451;1.631;0.485;0.508;0.124;0.351;3.808;0.275;0.249;0.668;0.159;1.049;1323807.534;1.312;7358.669;1.632;45758.204;0.844;118570.467;0.854;154280000;1784800;0.006;1.364;0;0;0.026;0.844;0;1;0.581;1;1;0.581;0;0.202;0;0;0;0;0.217;0;0;0.202;0;0;0;0;0.217;0;0;0;0;0;0
3DIPP-Instance-00564;7;569;81.286;0.085;167232.155;1.254;0.475;0.693;0.072;0.646;5.365;0.491;0.392;0.476;0.215;0.851;568829.231;1.054;3342.963;1.254;36660.32;0.702;150792.556;0.631;4440625;162750;0.123;1.057;0.033;0.644;0.225;0.702;0.42;1;0.144;1;0.856;0.158;0;0.415;0;0;0.137;0;0.137;0;0.144;0;0;0.304;0;0;0.285;0;0;0;0;0;0
3DIPP-Instance-00565;4;570;142.5;0.033;365827.509;1.048;0.546;0.815;0.03;0.77;8.425;0.753;0.448;0.766;0.396;0.966;1362686.673;1.425;7314.87;1.048;65185.776;1.069;99506.662;0.455;12852000;331320;0.101;1.395;0.007;0.587;0.197;1.069;0.495;1;0.495;1;0.763;0;0;0;0;0.237;0;0;0;0;0;0;0;0.256;0;0;0.505;0;0.249;0;0;0;0
3DIPP-Instance-00566;4;571;142.75;0.07;678898.186;1.029;0.464;0.437;0.166;0.318;2.783;0.313;0.364;0.571;0.179;0.579;1708420.983;1.091;13576.284;1.029;59271.411;0.479;231435.82;0.245;2578125;113750;0.408;0.775;0.088;0.259;0.521;0.479;0;0.527;0.275;1;0.247;0.522;0.473;0.226;0;0.478;0;0;0.252;0;0;0.478;0;0.247;0;0;0;0;0;0;0.275;0;0
3DIPP-Instance-00567;5;572;114.4;0.089;176743.528;1.636;0.682;0.494;0.048;1.109;1002.05;1.991;0.742;0.297;0.568;0.602;460312.814;1.426;3533.191;1.637;37124.405;0.994;395654.219;1.578;2578125;113750;0.178;1.434;0.154;1.579;0.326;0.994;0.168;1;0;0.799;0.799;0.212;0;0.168;0;0;0;0;0;0;0;0.201;0;0.432;0.201;0.201;0.42;0;0.4;0;0;0;0
3DIPP-Instance-00568;5;573;114.6;0.105;170411.051;1.358;0.468;0.525;0.107;0.205;4.352;0.518;0.395;0.442;0.218;0.809;220266.906;0.575;3406.541;1.359;24484.634;0.549;105274.528;0.793;6758775;222990;0.033;0.606;0.017;0.766;0.11;0.549;0.206;1;0.218;1;1;0.44;0;0.206;0;0;0;0;0.386;0;0;0.19;0;0.19;0;0;0.164;0;0;0;0;0;0
3DIPP-Instance-00569;9;574;63.778;0.075;685734.523;1.184;0.684;0.383;0.104;0.791;1104.373;2.828;0.469;0.472;0.345;0.648;320071.865;1.012;13713.01;1.184;21245.367;0.681;120148.164;0.938;6758775;222990;0.036;0.758;0.017;1.065;0.095;0.681;0.108;0.754;0.129;1;1;0;0.246;0.423;0;0;0.242;0;0.115;0;0;0.321;0;0.333;0;0;0.329;0;0;0;0;0;0
3DIPP-Instance-00570;6;575;95.833;0.099;43819.13;1.201;0.719;0.407;0.076;0.84;1952.483;2.027;0.528;0.469;0.443;0.657;216866.967;0.646;874.703;1.204;18182.797;0.72;108006.786;0.902;16500000;397000;0.01;0.798;0.005;0.964;0.046;0.72;0.148;1;0.148;1;1;0;0;0.157;0;0;0.172;0;0.172;0;0;0.157;0;0.523;0;0;0.523;0;0;0;0;0;0
3DIPP-Instance-00571;7;576;82.286;0.089;413881.049;1.114;0.256;0.615;0.103;0.546;2.353;0.317;0.233;0.424;0.07;0.679;1190945.417;1.277;8275.941;1.114;64297.882;0.864;153748.84;0.685;18750000;425000;0.062;1.219;0.008;0.782;0.151;0.864;0.424;0.842;0.299;1;0.859;0.29;0.158;0.701;0;0.141;0.286;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00572;5;577;115.4;0.055;70942.925;0.873;0.569;0.168;0.148;0.294;4.37;0.418;0.48;0.329;0.279;0.398;669926.833;1.358;1417.179;0.874;37153.766;0.894;268682.664;1.085;18750000;425000;0.035;1.363;0.014;0.989;0.087;0.894;0;1;0;1;1;0;0;0.407;0;0;0.806;0;0.406;0;0;0.194;0;0.187;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00573;7;578;82.571;0.11;771539.709;0.937;0.428;0.601;0.125;0.485;3.628;0.466;0.209;0.442;0.094;0.84;1249652.504;0.929;15429.114;0.937;52281.062;0.948;208232.632;1.342;2578125;113750;0.402;0.991;0.08;1.365;0.46;0.948;0.258;1;0.413;0.849;0.455;0.311;0;0.587;0.151;0.125;0.151;0;0;0;0;0.156;0;0;0;0.156;0.125;0;0;0;0.265;0;0
3DIPP-Instance-00574;8;579;72.375;0.143;226429.423;1.004;0.555;0.526;0.109;0.413;7.919;1.17;0.308;0.398;0.196;0.761;422906.154;1.219;4526.908;1.004;29550.062;0.833;85851.196;0.992;2578125;113750;0.163;1.217;0.034;1.028;0.26;0.833;0;1;0.225;1;0.668;0.491;0;0.561;0;0.221;0.14;0;0.214;0;0;0;0;0;0;0.111;0.37;0;0;0;0;0;0
3DIPP-Instance-00575;30;580;19.333;0.189;450490.724;1.766;0.51;0.477;0.136;0.406;4.417;1.054;0.3;0.39;0.168;0.714;757899.388;1.116;9008.134;1.767;40202.696;0.759;159646.145;0.858;6758775;222990;0.094;0.984;0.023;0.889;0.18;0.759;0.1;0.838;0.136;1;0.903;0.379;0.162;0.703;0;0.097;0.169;0;0.16;0;0;0.26;0;0;0;0;0.091;0;0;0;0;0;0
3DIPP-Instance-00576;169;581;3.438;0.501;461777.835;1.918;0.501;0.478;0.127;0.46;194.77;6.662;0.318;0.72;0.19;1.084;817142.706;1.361;9269.64;1.912;35950.269;0.867;151413.596;1.245;6758775;222990;0.094;1.186;0.022;1.272;0.161;0.867;0.088;0.895;0.379;0.995;0.85;0.315;0.105;0.325;0.005;0.115;0.282;0;0.151;0;0.034;0.2;0;0.107;0;0;0.115;0;0.038;0;0;0;0
3DIPP-Instance-00577;4;582;145.5;0.072;307655.649;1.254;0.533;0.507;0.086;0.685;2442.626;1.758;0.515;0.373;0.307;0.738;80157.813;0.896;6151.433;1.254;13502.637;0.672;31664.234;0.946;2578125;113750;0.029;0.928;0.012;0.895;0.119;0.672;0;1;0;1;1;0.493;0;0.27;0;0;0.263;0;0.223;0;0;0;0;0.507;0;0;0.244;0;0;0;0;0;0
3DIPP-Instance-00578;6;583;97.167;0.065;107111.787;0.814;0.491;0.518;0.124;0.521;7.286;1.323;0.44;0.459;0.227;0.613;195496.97;0.791;2140.556;0.815;23766.163;0.644;94167.516;0.775;18750000;425000;0.01;0.787;0.005;0.955;0.056;0.644;0.18;0.84;0.156;1;1;0.316;0.16;0.341;0;0;0.343;0;0.184;0;0;0;0;0.319;0;0;0.161;0;0;0;0;0;0
3DIPP-Instance-00579;4;584;146;0.082;190712.596;0.805;0.474;0.622;0.105;0.229;4.296;0.499;0.337;0.459;0.162;0.638;722610.022;0.978;3812.572;0.806;26612.138;0.808;196307.094;1.012;16500000;397000;0.04;0.972;0.011;1.147;0.067;0.808;0.224;1;0.224;1;1;0.495;0;0.534;0;0;0;0;0.241;0;0;0;0;0;0;0;0.281;0;0;0;0;0;0
3DIPP-Instance-00580;6;585;97.5;0.115;346651.863;1.777;0.576;0.459;0.083;0.53;5.619;0.464;0.362;0.365;0.235;0.751;817968.417;0.839;6931.357;1.777;37182.14;0.311;215650.081;0.571;154280000;1784800;0.002;2.176;0;0;0.021;0.311;0;1;0.321;1;1;0.292;0;0.157;0;0;0.333;0;0.521;0;0;0.174;0;0;0;0;0.2;0;0;0;0;0;0
3DIPP-Instance-00581;118;586;4.966;0.501;629452.43;1.644;0.468;0.496;0.121;0.474;174.593;7.415;0.293;0.671;0.164;1.124;972322.815;1.286;12658.741;1.636;40009.576;0.757;183895.871;1.332;12852000;331320;0.053;1.036;0.014;1.374;0.121;0.758;0.084;0.94;0.36;1;0.99;0.422;0.06;0.399;0;0.01;0.244;0;0.171;0;0;0.142;0;0.041;0;0;0.109;0;0.029;0;0;0;0
3DIPP-Instance-00582;4;587;146.75;0.063;812316.879;1.041;0.402;0.54;0.156;0.448;2.63;0.286;0.207;0.48;0.103;0.949;407217.798;1.486;16244.658;1.041;25896.97;1.088;42884.268;1.361;18750000;425000;0.021;1.692;0.003;1.692;0.061;1.088;0.256;0.738;0.514;1;1;0.259;0.262;0.486;0;0;0.262;0;0;0;0;0.223;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00583;4;588;147;0.04;533523.456;1.456;0.43;0.798;0.055;0.646;4.91;0.616;0.409;0.728;0.277;1.244;542730.21;0.612;10668.789;1.456;46332.387;0.47;118252.876;0.393;12852000;331320;0.037;0.509;0.01;0;0.14;0.47;0.49;1;0.49;1;1;0;0;0;0;0;0.265;0;0.265;0;0;0;0;0;0;0;0.245;0;0.245;0;0;0;0
3DIPP-Instance-00584;10;589;58.9;0.12;585013.542;2.385;0.665;0.336;0.119;0.483;7.48;1.068;0.447;0.334;0.306;0.455;1171775.778;1.956;11698.591;2.385;29935.33;1.143;189994.963;1.37;58516780;906192;0.01;1.683;0.003;2.177;0.033;1.143;0;0.917;0.088;1;1;0.188;0.083;0.289;0;0;0.295;0;0.511;0;0;0.216;0;0.112;0;0;0.301;0;0;0;0;0;0
3DIPP-Instance-00585;5;590;118;0.073;99342.305;0.881;0.457;0.535;0.15;0.5;3.202;0.226;0.364;0.55;0.202;0.784;158143.705;0.377;1985.166;0.882;16204.852;0.216;49623.417;0.45;12852000;331320;0.012;0.34;0.002;2.011;0.049;0.216;0.222;0.817;0.222;1;1;0.186;0.183;0.397;0;0;0.183;0;0.183;0;0;0.408;0;0.198;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00586;4;591;147.75;0.079;454843.898;1.026;0.454;0.469;0.122;0.249;3.546;0.285;0.261;0.736;0.123;0.995;822276.355;0.489;9095.198;1.026;43059.133;0.225;142163.793;0.33;2578125;113750;0.294;0.476;0.055;0.275;0.379;0.225;0;1;0.741;1;0.496;0.464;0;0;0;0;0.259;0;0.259;0;0.504;0.277;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00587;5;592;118.4;0.044;190030.622;0.496;0.594;0.326;0.155;0.227;4.161;0.49;0.27;0.39;0.172;0.525;2002604.279;1.46;3798.932;0.496;43029.804;0.989;324269.104;1.038;6758775;222990;0.139;1.031;0.048;1.01;0.193;0.989;0;0.806;0.188;1;0.606;0.188;0.194;0.813;0;0.394;0.613;0;0;0;0;0;0;0;0;0;0.199;0;0;0;0;0;0
3DIPP-Instance-00588;4;593;148.25;0.057;209340.998;0.659;0.414;0.516;0.139;0.572;3.234;0.149;0.271;0.413;0.133;0.764;569054.468;0.471;4185.14;0.659;32843.573;0.304;152330.1;0.467;2578125;113750;0.221;0.468;0.057;0.505;0.289;0.304;0.256;0.734;0.256;1;0.506;0.228;0.266;0.494;0;0.494;0.266;0;0.25;0;0;0.25;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00589;6;594;99;0.107;110193.091;1.365;0.676;0.312;0.116;0.562;395.565;2.292;0.593;0.425;0.41;0.611;548210.946;1.856;2202.182;1.366;29245.388;1.295;79502.009;1.342;16500000;397000;0.022;1.803;0.005;1.467;0.074;1.295;0;0.82;0.172;1;1;0.155;0.18;0;0;0;0.195;0;0.35;0;0;0.352;0;0.478;0;0;0.298;0;0;0;0;0;0
3DIPP-Instance-00590;7;595;85;0.109;193794.42;0.766;0.509;0.467;0.11;0.569;4.361;0.549;0.259;0.502;0.16;0.993;1730332.103;0.801;3874.208;0.766;51648.844;0.486;202589.442;0.261;4440625;162750;0.225;0.578;0.047;0.263;0.317;0.486;0;0.862;0.44;1;0.56;0.575;0.138;0.415;0;0.303;0.138;0;0.145;0;0.138;0.143;0;0;0;0;0.145;0;0;0;0;0;0
3DIPP-Instance-00591;5;596;119.2;0.055;741357.826;1.326;0.704;0.456;0.07;0.813;6.72;0.501;0.515;0.756;0.468;0.922;379605.959;0.787;14825.477;1.327;33348.455;0.759;184228.694;1.255;4440625;162750;0.083;0.796;0.041;1.269;0.205;0.759;0;1;0.399;1;1;0.399;0;0.216;0;0;0;0;0;0;0;0;0;0;0;0;0.601;0;0.384;0;0;0;0
3DIPP-Instance-00592;6;597;99.5;0.067;231166.747;1.216;0.578;0.5;0.098;0.686;5.005;0.679;0.48;0.438;0.32;0.885;315403.049;1.406;4621.655;1.216;22332.537;0.724;111189.078;1.2;6758775;222990;0.046;1.437;0.015;1.349;0.1;0.724;0;1;0;1;1;0.518;0;0.343;0;0;0.168;0;0.484;0;0;0;0;0;0;0;0.315;0;0.173;0;0;0;0
3DIPP-Instance-00593;4;598;149.5;0.076;659257.077;1.064;0.287;1.184;0.055;0.681;4.21;0.563;0.252;0.885;0.147;1.622;431364.299;0.728;13183.462;1.064;33861.868;0.599;65833.758;0.482;2578125;113750;0.134;0.507;0.027;0.558;0.298;0.599;0.756;1;0.756;1;0.764;0;0;0;0;0.236;0;0;0;0;0;0;0;0.244;0;0;0.244;0;0;0;0;0;0
3DIPP-Instance-00594;4;599;149.75;0.096;256735.252;0.784;0.47;0.156;0.199;0.16;2.408;0.17;0.24;0.305;0.117;0.386;905927.124;0.535;5133.025;0.785;48157.075;0.31;185037.174;0.212;4440625;162750;0.203;0.539;0.043;0.194;0.296;0.31;0;0.244;0.219;1;0.781;0.219;0.756;0.781;0;0.219;0.781;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00595;4;600;150;0.09;1551404.333;1.43;0.391;0.552;0.093;0.279;4.233;0.538;0.278;0.771;0.145;1.323;1491278.8;1.102;31026.407;1.43;43471.833;0.33;176209.651;0.465;2578125;113750;0.441;0.962;0.071;0.471;0.382;0.33;0;1;0.525;1;0.475;0.487;0;0.248;0;0.238;0.287;0;0;0;0;0.227;0;0.227;0;0;0;0;0;0;0;0;0.287
3DIPP-Instance-00596;11;601;54.636;0.123;797787.993;1.735;0.502;0.363;0.122;0.428;4.593;0.434;0.327;0.451;0.177;0.757;937349.248;0.841;15954.08;1.735;44313.753;0.615;300077.842;0.785;58516780;906192;0.016;0.896;0.003;1.592;0.049;0.615;0;0.902;0.161;1;1;0.369;0.098;0.444;0;0;0.364;0;0.304;0;0;0.176;0;0.09;0;0;0.09;0;0;0;0;0;0
3DIPP-Instance-00597;7;602;86;0.043;62324.199;0.908;0.426;0.236;0.137;0.401;3.323;0.178;0.301;0.329;0.133;0.469;899496.709;0.832;1244.804;0.909;34783.537;0.255;163913.831;0.352;154280000;1784800;0.004;1.167;0;0;0.019;0.255;0;0.719;0.143;1;1;0.435;0.281;0.713;0;0;0.565;0;0.145;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00598;10;603;60.3;0.158;558081.512;1.584;0.573;0.451;0.116;0.571;1164.64;2.749;0.37;0.367;0.233;0.684;489880.341;0.963;11159.95;1.584;26600.311;0.832;169244.153;1.117;6758775;222990;0.066;1.044;0.026;1.124;0.119;0.832;0.104;0.917;0.187;1;1;0.171;0.083;0.38;0;0;0.327;0;0.433;0;0;0.187;0;0;0;0;0.211;0;0;0;0;0;0
3DIPP-Instance-00599;271;604;2.229;0.552;507081.296;1.749;0.477;0.499;0.121;0.471;236.159;6.131;0.316;0.69;0.178;1.057;741489.883;1.415;10148.546;1.748;33866.653;0.898;146962.886;1.355;2578125;113750;0.222;1.253;0.056;1.378;0.298;0.898;0.089;0.909;0.363;0.952;0.666;0.374;0.091;0.349;0.043;0.154;0.286;0;0.147;0;0.078;0.137;0;0.116;0.005;0.043;0.113;0;0.025;0;0.035;0;0.025
3DIPP-Instance-00600;5;605;121;0.065;660736.231;1.607;0.453;0.512;0.148;0.332;3.143;0.514;0.255;0.716;0.157;0.977;827478.392;0.891;13213.045;1.607;34897.054;0.585;162868.011;0.499;58516780;906192;0.012;0.82;0;0;0.039;0.585;0.185;0.792;0.388;1;1;0.203;0.208;0.393;0;0;0.393;0;0.218;0;0;0.218;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00601;5;606;121.2;0.094;235187.135;0.765;0.408;0.333;0.111;0.178;3.782;0.355;0.255;0.802;0.128;1.087;1083497.71;1.01;4702.063;0.765;51450.382;0.465;156105.92;0.462;12852000;331320;0.079;0.942;0.014;0.352;0.155;0.465;0;1;0.564;1;0.833;0.583;0;0.215;0;0.167;0.196;0;0;0;0;0.221;0;0.221;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00602;7;607;86.714;0.111;211409.802;2.191;0.736;0.402;0.073;0.958;6.672;0.492;0.572;0.51;0.474;0.709;231768.296;2.381;4221.792;2.195;29771.72;2.266;37476.937;1.428;58516780;906192;0.004;2.663;0;0;0.033;2.266;0;1;0.244;1;1;0.285;0;0;0;0;0.124;0;0.328;0;0;0;0;0.287;0;0;0.591;0;0.142;0;0;0;0
3DIPP-Instance-00603;4;608;152;0.055;546508.178;0.601;0.449;0.72;0.082;0.934;808.914;1.762;0.363;0.465;0.185;1.062;522563.167;1.205;10928.484;0.601;23290.719;0.234;87910.136;0.396;4440625;162750;0.099;1.134;0.02;0.358;0.143;0.234;0.252;1;0.235;1;0.765;0.507;0;0.252;0;0.235;0;0;0.513;0;0;0;0;0;0;0;0.242;0;0;0;0;0;0
3DIPP-Instance-00604;5;609;121.8;0.122;208186.627;1.35;0.461;0.642;0.114;0.801;659.009;2.01;0.468;0.51;0.244;0.747;230097.251;0.107;4162.053;1.35;24809.515;0.268;103163.191;0.445;2578125;113750;0.09;0.102;0.039;0.519;0.218;0.268;0.199;0.76;0.199;1;1;0.163;0.24;0.202;0;0;0.442;0;0.36;0;0;0;0;0;0;0;0.197;0;0.24;0;0;0;0
3DIPP-Instance-00605;6;610;101.667;0.113;470816.787;1.892;0.332;0.38;0.104;0.288;3.31;0.287;0.291;0.521;0.112;1.019;779402.275;0.491;9414.656;1.892;49747.197;0.219;182342.361;0.296;154280000;1784800;0.005;0.99;0;0;0.028;0.219;0.182;1;0.366;1;1;0.669;0;0.485;0;0;0;0;0;0;0;0.149;0;0.149;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00606;12;611;50.917;0.087;326983.673;1.665;0.503;0.558;0.111;0.521;5.877;0.829;0.404;0.494;0.242;0.883;500091.34;1.353;6537.993;1.665;34075.374;0.985;113917.491;0.819;2578125;113750;0.194;1.352;0.043;0.843;0.3;0.985;0.257;1;0.239;1;0.761;0.17;0;0.264;0;0.088;0.169;0;0.327;0;0.077;0.234;0;0.17;0;0;0.17;0;0;0;0.074;0;0
3DIPP-Instance-00607;4;612;153;0.047;187888.085;0.773;0.378;0.54;0.124;0.558;3.071;0.109;0.305;0.617;0.149;0.884;1477002.7;0.964;3756.082;0.774;58878.77;0.327;194012.221;0.162;18750000;425000;0.061;0.81;0.01;0;0.139;0.327;0.508;0.739;0.257;1;1;0;0.261;0.513;0;0;0.492;0;0.23;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00608;8;613;76.625;0.1;80793.299;0.819;0.464;0.411;0.119;0.3;3.897;0.284;0.502;0.34;0.257;0.776;265283.225;0.705;1614.186;0.82;28283.319;0.454;113584.527;0.617;58516780;906192;0.002;1.749;0;0;0.031;0.454;0;1;0;1;1;0.527;0;0.395;0;0;0.126;0;0.378;0;0;0.225;0;0.104;0;0;0.122;0;0.122;0;0;0;0
3DIPP-Instance-00609;4;614;153.5;0.032;962370.808;0.961;0.514;0.574;0.085;0.595;2494.14;1.734;0.171;0.324;0.09;0.577;1587713.805;0.807;19245.736;0.961;59787.429;0.618;229082.819;0.767;6758775;222990;0.22;0.759;0.032;0.8;0.268;0.618;0;1;0.761;1;0.511;0.489;0;0.239;0;0.239;0.262;0;0;0;0.249;0;0;0;0;0;0.249;0;0;0;0;0;0
3DIPP-Instance-00610;4;615;153.75;0.011;397657.333;1.337;0.244;0.32;0.085;0.32;2.861;0.14;0.173;0.398;0.046;0.576;2167373.176;0.661;7951.467;1.337;72722.161;0.484;215459.512;0.322;154280000;1784800;0.01;0.701;0;0;0.041;0.484;0.252;1;0.502;1;1;0.748;0;0.498;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
3DIPP-Instance-00611;4;616;154;0.054;108731.727;1.342;0.808;0.345;0.052;1.062;5051.423;0.989;0.549;0.309;0.451;0.53;114693.3;1.013;2172.955;1.343;12713.247;1.133;55616.889;1.057;18750000;425000;0.005;1.01;0.003;1.66;0.03;1.133;0;1;0;1;1;0.266;0;0;0;0;0;0;0.75;0;0;0;0;0;0;0;0.734;0;0.25;0;0;0;0
3DIPP-Instance-00612;6;617;102.833;0.119;61024.843;1.554;0.67;0.421;0.075;0.77;1884.389;2.072;0.524;0.39;0.404;0.714;521812.715;1.032;1218.817;1.556;31235.298;0.612;192595.137;0.638;58516780;906192;0.012;0.788;0.002;2.196;0.034;0.612;0;1;0;1;1;0.31;0;0.353;0;0;0.182;0;0.279;0;0;0.141;0;0.368;0;0;0.368;0;0;0;0;0;0
